78,100,77,0,104,103,76,0,51,0,48,23,24,103,48,76,49,58,104,103,76,34,51,78,100,77,0,104,100,25,0	0,48,23,24,103,48,76,49,58,104,100,25,34	
78,100,77,0,24,48,47,102,76,0,51,0,24,21,103,49,58,24,48,47,102,76,49,42,103,99,34,51,78,100,77,0,24,0	0,24,48,47,102,76,58,24,102,25,24,34	
78,100,77,0,104,103,76,0,51,0,48,23,24,103,48,76,49,58,104,103,76,34,51,78,100,77,0,104,100,25,0	0,48,23,24,103,48,76,49,58,104,100,25,34	
78,100,77,0,47,102,107,0,51,0,102,58,47,102,107,36,48,19,102,34,51,78,100,77,0,100,22,24,38,102,107,0	0,102,58,100,22,24,38,102,107,34	
78,100,77,0,19,100,24,100,0,51,0,47,102,76,19,48,58,19,100,24,100,34,51,78,100,77,0,47,102,107,49,0	0,47,102,76,19,48,58,47,102,107,49,34	
78,100,77,0,36,22,100,49,49,0,51,0,47,102,76,19,48,58,36,22,100,49,49,34,51,78,100,77,0,102,25,24,102,76,19,0	0,1,58,102,25,24,102,76,19,34	
78,100,77,0,102,25,24,102,76,19,0,51,0,1,58,102,25,24,102,76,19,34,51,78,100,77,0,76,48,48,23,0	0,1,58,76,48,48,23,34	
78,100,77,0,76,48,48,23,0,51,0,1,58,76,48,48,23,34,51,78,100,77,0,23,77,48,25,107,0	0,1,58,23,77,48,25,107,34	
78,100,77,0,44,100,77,102,24,0,51,0,47,102,76,19,48,58,44,100,77,102,24,34,51,78,100,77,0,106,103,0	0,47,102,76,19,48,58,106,103,34	
78,100,77,0,106,103,0,51,0,47,102,76,19,48,58,106,103,34,51,78,100,77,0,41,103,19,45,102,24,0	0,106,103,58,41,103,19,45,102,24,34	
78,100,77,0,41,103,19,45,102,24,0,51,0,106,103,58,41,103,19,45,102,24,34,51,78,100,77,0,47,102,107,49,0	0,47,102,76,19,48,58,47,102,107,49,34	
78,100,77,0,77,0,51,0,77,102,74,58,77,34,51,78,100,77,0,45,0	0,77,102,74,58,45,34	
78,100,77,0,45,0,51,0,77,102,74,58,45,34,51,78,100,77,0,72,0	0,77,102,74,58,72,34	
78,100,77,0,72,0,51,0,77,102,74,58,72,34,51,78,100,77,0,104,103,76,0	0,95,100,24,21,58,104,103,76,2,77,3,0,45,3,0,72,84,34	
78,100,77,0,77,0,51,0,77,102,74,58,77,34,51,78,100,77,0,45,0	0,77,102,74,58,45,34	
78,100,77,0,45,0,51,0,77,102,74,58,45,34,51,78,100,77,0,72,0	0,77,102,74,58,72,34	
78,100,77,0,72,0,51,0,77,102,74,58,72,34,51,78,100,77,0,104,100,25,0	0,95,100,24,21,58,104,100,25,2,77,3,0,45,3,0,72,84,34	
78,100,77,0,21,0,51,0,77,102,74,58,21,34,51,78,100,77,0,49,0	0,77,102,74,58,49,34	
78,100,77,0,49,0,51,0,77,102,74,58,49,34,51,78,100,77,0,78,0	0,77,102,74,58,78,34	
78,100,77,0,21,0,51,0,77,102,74,58,21,34,51,78,100,77,0,49,0	0,77,102,74,58,49,34	
78,100,77,0,49,0,51,0,77,102,74,58,49,34,51,78,100,77,0,22,0	0,77,102,74,58,22,34	
78,100,77,0,49,102,22,74,0,51,0,24,21,103,49,58,49,102,22,74,34,51,78,100,77,0,48,23,24,103,48,76,49,0	0,49,102,22,74,58,48,23,24,103,48,76,49,34	
78,100,77,0,49,102,22,74,0,51,0,24,21,103,49,58,49,102,22,74,34,51,78,100,77,0,48,23,24,103,48,76,49,0	0,49,102,22,74,58,48,23,24,103,48,76,49,34	
78,100,77,0,44,100,77,102,24,0,51,0,47,102,76,19,48,58,44,100,77,102,24,34,51,78,100,77,0,47,102,107,49,0	0,47,102,76,19,48,58,47,102,107,49,34	
78,100,77,0,47,102,107,49,0,51,0,47,102,76,19,48,58,47,102,107,49,34,51,78,100,77,0,106,103,0	0,47,102,76,19,48,58,106,103,34	
78,100,77,0,106,103,0,51,0,47,102,76,19,48,58,106,103,34,51,78,100,77,0,41,103,19,45,102,24,0	0,106,103,58,41,103,19,45,102,24,34	
78,100,77,0,78,100,22,106,102,0,51,0,103,76,23,106,24,58,78,100,22,106,102,34,51,78,100,77,0,24,107,23,102,0	0,102,58,24,107,23,102,34	
78,100,77,0,48,23,24,103,48,76,49,0,51,0,24,21,103,49,58,48,23,24,103,48,76,49,34,51,78,100,77,0,76,48,19,102,0	0,102,58,76,48,19,102,34	
78,100,77,0,76,48,19,102,0,51,0,102,58,76,48,19,102,34,51,78,100,77,0,100,44,24,103,48,76,0	0,102,58,100,44,24,103,48,76,34	
78,100,77,0,100,44,24,103,48,76,0,51,0,102,58,100,44,24,103,48,76,34,51,78,100,77,0,103,24,102,104,49,0	0,102,58,103,24,102,104,49,34	
78,100,77,0,79,48,76,102,0,51,0,103,76,74,48,58,79,48,76,102,34,51,78,100,77,0,77,106,22,102,0	0,103,76,74,48,58,77,106,22,102,34	
78,100,77,0,79,48,76,102,0,51,0,103,76,74,48,58,79,48,76,102,34,51,78,100,77,0,77,106,22,102,0	0,103,76,74,48,58,77,106,22,102,34	
78,100,77,0,21,24,24,23,0,51,0,77,102,105,106,103,77,102,2,29,21,24,24,23,29,84,51,78,100,77,0,74,49,0	0,77,102,105,106,103,77,102,2,29,74,49,29,84	
78,100,77,0,104,100,25,0,51,0,95,100,24,21,58,104,100,25,34,51,78,100,77,0,104,103,76,0	0,95,100,24,21,58,104,103,76,34	
78,100,77,0,72,0,51,0,42,29,72,29,99,34,51,78,100,77,0,100,0	0,42,86,3,0,29,100,29,3,0,72,99,34	
78,100,77,0,25,86,0,51,0,24,21,103,49,58,25,86,43,34,51,78,100,77,0,25,59,0	0,24,21,103,49,58,25,59,43,34	
78,100,77,0,25,59,0,51,0,24,21,103,49,58,25,59,43,34,51,78,100,77,0,107,86,0	0,24,21,103,49,58,107,86,43,34	
78,100,77,0,107,86,0,51,0,24,21,103,49,58,107,86,43,34,51,78,100,77,0,107,59,0	0,24,21,103,49,58,107,59,43,34	
78,100,77,0,107,59,0,51,0,24,21,103,49,58,107,59,43,34,51,78,100,77,0,100,22,103,45,76,0	0,24,21,103,49,58,100,22,103,45,76,43,34	
78,100,77,0,100,22,103,45,76,0,51,0,24,21,103,49,58,100,22,103,45,76,43,34,51,78,100,77,0,74,48,76,24,0	0,24,21,103,49,58,74,48,76,24,43,34	
78,100,77,0,50,103,19,24,21,0,51,0,24,21,103,49,58,50,103,19,24,21,34,51,78,100,77,0,21,102,103,45,21,24,0	0,24,21,103,49,58,21,102,103,45,21,24,34	
78,100,77,0,50,103,19,24,21,0,51,0,24,21,103,49,58,50,103,19,24,21,34,51,78,100,77,0,21,102,103,45,21,24,0	0,24,21,103,49,58,21,102,103,45,21,24,34	
78,100,77,0,104,5,5,0,51,0,24,21,103,49,58,104,5,5,43,34,51,78,100,77,0,104,86,5,0	0,24,21,103,49,58,104,86,5,43,34	
78,100,77,0,104,5,5,0,51,0,24,21,103,49,58,104,5,5,43,34,51,78,100,77,0,104,5,86,0	0,24,21,103,49,58,104,5,86,43,34	
78,100,77,0,104,5,86,0,51,0,24,21,103,49,58,104,5,86,43,34,51,78,100,77,0,104,5,59,0	0,24,21,103,49,58,104,5,59,43,34	
78,100,77,0,104,5,0,51,0,24,21,103,49,58,104,5,5,43,34,51,78,100,77,0,104,86,0	0,24,21,103,49,58,104,86,5,43,34	
78,100,77,0,50,103,19,24,21,0,51,0,24,21,103,49,58,50,103,19,24,21,34,51,78,100,77,0,21,102,103,45,21,24,0	0,24,21,103,49,58,21,102,103,45,21,24,34	
78,100,77,0,76,48,19,102,49,0,51,0,24,21,103,49,58,76,48,19,102,49,43,34,51,78,100,77,0,76,48,19,102,0	0,76,48,19,102,49,42,103,76,19,102,25,99,34	
78,100,77,0,25,0,51,0,76,48,19,102,58,25,34,51,78,100,77,0,107,0	0,76,48,19,102,58,107,34	
78,100,77,0,47,102,107,0,51,0,47,102,107,49,42,103,99,34,51,78,100,77,0,78,100,22,106,102,0	0,78,100,22,106,102,49,42,103,99,34	
78,100,77,0,49,0,51,0,24,21,103,49,58,49,24,100,24,102,43,34,51,78,100,77,0,24,0	0,24,21,103,49,58,24,102,104,23,43,42,5,99,34	
78,100,77,0,49,0,51,0,24,21,103,49,58,49,24,100,24,102,43,34,51,78,100,77,0,24,0	0,24,21,103,49,58,24,102,104,23,43,42,5,99,34	
78,100,77,0,38,43,0,51,0,45,48,48,45,58,44,77,107,23,24,58,40,21,100,59,43,61,6,72,103,24,58,38,43,34,51,78,100,77,0,50,0	0,24,21,103,49,58,50,43,34	
78,100,77,0,72,106,74,0,51,0,24,21,103,49,58,72,106,74,43,34,51,78,100,77,0,103,76,72,106,74,0	0,24,21,103,49,58,103,76,72,106,74,43,34	
78,100,77,0,25,0,51,0,23,48,49,58,25,34,51,78,100,77,0,107,0	0,23,48,49,58,107,34	
78,100,77,0,25,0,51,0,23,48,49,103,24,103,48,76,58,25,34,51,78,100,77,0,107,0	0,23,48,49,103,24,103,48,76,58,107,34	
78,100,77,0,24,48,23,0,51,0,100,58,24,48,23,34,51,78,100,77,0,21,102,103,45,21,24,0	0,100,58,21,102,103,45,21,24,34	
78,100,77,0,104,5,5,0,51,0,24,21,103,49,58,104,5,5,43,34,51,78,100,77,0,104,86,5,0	0,24,21,103,49,58,104,86,5,43,34	
78,100,77,0,104,5,5,0,51,0,24,21,103,49,58,104,5,5,43,34,51,78,100,77,0,104,5,86,0	0,24,21,103,49,58,104,5,86,43,34	
78,100,77,0,104,5,86,0,51,0,24,21,103,49,58,104,5,86,43,34,51,78,100,77,0,104,5,59,0	0,24,21,103,49,58,104,5,59,43,34	
78,100,77,0,104,5,0,51,0,24,21,103,49,58,104,5,5,43,34,51,78,100,77,0,104,86,0	0,24,21,103,49,58,104,86,5,43,34	
78,100,77,0,25,0,51,0,24,21,103,49,58,25,34,51,78,100,77,0,107,0	0,24,21,103,49,58,107,34	
78,100,77,0,107,0,51,0,24,21,103,49,58,107,34,51,78,100,77,0,44,48,49,0	0,95,100,24,21,58,44,48,49,2,77,100,19,103,100,76,49,84,34	
78,100,77,0,25,5,0,51,0,24,21,103,49,58,25,5,34,51,78,100,77,0,107,5,0	0,24,21,103,49,58,107,5,34	
78,100,77,0,21,0,51,0,24,21,103,49,58,21,49,78,43,42,5,99,34,51,78,100,77,0,49,0	0,24,21,103,49,58,21,49,78,43,42,86,99,34	
78,100,77,0,49,0,51,0,24,21,103,49,58,21,49,78,43,42,86,99,34,51,78,100,77,0,78,0	0,24,21,103,49,58,21,49,78,43,42,59,99,34	
78,100,77,0,25,0,51,0,49,44,77,48,22,22,58,25,34,51,78,100,77,0,107,0	0,49,44,77,48,22,22,58,107,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,44,0,51,0,95,100,24,21,58,44,48,49,2,100,76,45,22,102,84,34,51,78,100,77,0,49,0	0,95,100,24,21,58,49,103,76,2,100,76,45,22,102,84,34	
78,100,77,0,19,48,44,0,51,0,50,103,76,58,19,48,44,106,104,102,76,24,34,51,78,100,77,0,49,102,22,0	0,19,48,44,58,49,102,22,102,44,24,103,48,76,34	
78,100,77,0,23,77,102,78,0,51,0,102,76,24,77,107,58,23,77,102,78,34,51,78,100,77,0,76,102,25,24,0	0,102,76,24,77,107,58,76,102,25,24,34	
78,100,77,0,100,19,19,48,76,0,51,0,49,23,102,44,58,100,19,19,48,76,34,51,78,100,77,0,72,106,24,24,48,76,0	0,49,23,102,44,58,72,106,24,24,48,76,34	
78,100,77,0,100,19,19,48,76,0,51,0,49,23,102,44,58,100,19,19,48,76,34,51,78,100,77,0,22,103,76,47,0	0,49,23,102,44,58,22,103,76,47,34	
78,100,77,0,78,100,22,106,102,0,51,0,49,23,102,44,58,78,100,22,106,102,34,51,78,100,77,0,24,107,23,102,0	0,49,23,102,44,58,24,107,23,102,34	
78,100,77,0,49,77,44,0,51,0,49,44,77,103,23,24,49,42,103,99,58,49,77,44,34,51,78,100,77,0,22,102,76,0	0,49,77,44,58,22,102,76,45,24,21,34	
78,100,77,0,49,77,44,0,51,0,49,44,77,103,23,24,49,42,103,99,58,49,77,44,34,51,78,100,77,0,22,102,76,0	0,49,77,44,58,22,102,76,45,24,21,34	
78,100,77,0,49,77,44,0,51,0,49,44,77,103,23,24,49,42,103,99,58,49,77,44,34,51,78,100,77,0,22,102,76,0	0,49,77,44,58,22,102,76,45,24,21,34	
78,100,77,0,21,102,103,45,21,24,0,51,0,77,102,44,24,58,21,102,103,45,21,24,34,51,78,100,77,0,50,103,19,24,21,0	0,77,102,44,24,58,50,103,19,24,21,34	
78,100,77,0,49,77,44,0,51,0,49,44,77,103,23,24,49,42,103,99,58,49,77,44,34,51,78,100,77,0,22,102,76,0	0,49,77,44,58,22,102,76,45,24,21,34	
78,100,77,0,49,77,44,0,51,0,49,44,77,103,23,24,49,42,103,99,58,49,77,44,34,51,78,100,77,0,22,102,76,0	0,49,77,44,58,22,102,76,45,24,21,34	
78,100,77,0,49,77,44,0,51,0,49,44,77,103,23,24,49,42,103,99,58,49,77,44,34,51,78,100,77,0,22,102,76,0	0,49,77,44,58,22,102,76,45,24,21,34	
78,100,77,0,49,77,44,0,51,0,49,44,77,103,23,24,49,42,103,99,58,49,77,44,34,51,78,100,77,0,22,102,76,0	0,49,77,44,58,22,102,76,45,24,21,34	
78,100,77,0,24,0,51,0,24,77,106,102,34,51,78,100,77,0,74,0	0,74,100,22,49,102,34	
78,100,77,0,44,21,100,103,76,0,51,0,24,21,103,49,58,44,21,100,103,76,34,51,78,100,77,0,74,103,77,102,19,0	0,24,21,103,49,58,74,103,77,102,19,34	
78,100,77,0,76,100,104,102,0,51,0,103,76,23,106,24,58,76,100,104,102,34,51,78,100,77,0,23,47,45,0	0,103,76,23,106,24,58,23,47,45,34	
78,100,77,0,24,107,23,102,0,51,0,103,76,23,106,24,58,24,107,23,102,34,51,78,100,77,0,23,47,45,0	0,103,76,23,106,24,58,23,47,45,34	
78,100,77,0,22,48,100,19,0,51,0,48,72,75,58,22,48,100,19,34,51,78,100,77,0,102,77,77,48,77,0	0,48,72,75,58,102,77,77,48,77,34	
78,100,77,0,24,0,51,0,24,77,106,102,34,51,78,100,77,0,74,0	0,74,100,22,49,102,34	
