1,1,1,1,5,53,37,78,24,0	5,53,37,78,24	5,53,37,78,24
1,57,58,43,44,39,0,0,0,0	57,58,43,44,39	57,58,43,44,39
1,1,36,67,25,25,7,0,0,0	36,67,25,25,7	36,67,25,25,7
1,95,64,48,76,61,0	95,64,48,76,61	95,64,48,76,61
1,1,1,55,4,67,11,79,0	55,4,67,11,79	55,4,67,11,79
1,1,5,92,75,74,37,0,0,0	5,92,75,74,37	5,92,75,74,37
1,1,1,1,97,35,53,26,90,0,0,0,0	97,35,53,26,90	97,35,53,26,90
1,82,74,59,25,55,0,0,0,0	82,74,59,25,55	82,74,59,25,55
1,77,99,41,91,81,0,0,0	77,99,41,91,81	77,99,41,91,81
1,13,97,37,28,98,0	13,97,37,28,98	13,97,37,28,98
1,1,1,10,72,86,82,54,0,0,0	10,72,86,82,54	10,72,86,82,54
1,25,45,95,62,99,0	25,45,95,62,99	25,45,95,62,99
1,1,89,31,77,4,11,0,0,0,0	89,31,77,4,11	89,31,77,4,11
1,91,28,57,23,43,0,0	91,28,57,23,43	91,28,57,23,43
1,1,1,67,44,44,89,47,0,0	67,44,44,89,47	67,44,44,89,47
1,1,1,1,57,9,31,57,96,0,0,0	57,9,31,57,96	57,9,31,57,96
1,77,32,54,46,97,0,0	77,32,54,46,97	77,32,54,46,97
1,1,19,68,99,83,6,0	19,68,99,83,6	19,68,99,83,6
1,1,1,1,92,95,21,60,48,0,0,0,0	92,95,21,60,48	92,95,21,60,48
1,1,1,30,49,26,50,58,0	30,49,26,50,58	30,49,26,50,58
1,1,55,77,5,94,15,0,0,0,0	55,77,5,94,15	55,77,5,94,15
1,1,1,96,18,23,96,61,0	96,18,23,96,61	96,18,23,96,61
1,1,69,7,9,11,33,0,0,0	69,7,9,11,33	69,7,9,11,33
1,1,1,77,10,81,46,76,0,0	77,10,81,46,76	77,10,81,46,76
1,1,1,1,27,96,94,52,31,0,0	27,96,94,52,31	27,96,94,52,31
1,10,63,65,22,17,0,0	10,63,65,22,17	10,63,65,22,17
1,1,86,35,81,73,28,0,0,0	86,35,81,73,28	86,35,81,73,28
1,1,1,1,64,97,85,97,47,0,0	64,97,85,97,47	64,97,85,97,47
1,1,1,1,4,29,89,28,11,0,0,0	4,29,89,28,11	4,29,89,28,11
1,1,1,1,19,48,86,84,48,0	19,48,86,84,48	19,48,86,84,48
1,1,63,35,76,86,92,0,0,0	63,35,76,86,92	63,35,76,86,92
1,1,1,1,37,42,52,84,19,0	37,42,52,84,19	37,42,52,84,19
1,61,93,10,43,98,0,0	61,93,10,43,98	61,93,10,43,98
1,48,33,33,60,87,0,0,0	48,33,33,60,87	48,33,33,60,87
1,1,1,1,37,70,49,74,7,0,0,0	37,70,49,74,7	37,70,49,74,7
1,1,22,36,63,14,3,0,0,0	22,36,63,14,3	22,36,63,14,3
1,1,1,1,72,55,59,95,74,0,0,0	72,55,59,95,74	72,55,59,95,74
1,1,1,54,20,56,77,60,0,0,0	54,20,56,77,60	54,20,56,77,60
1,44,69,23,96,97,0,0,0,0	44,69,23,96,97	44,69,23,96,97
1,1,23,11,43,74,57,0,0,0,0	23,11,43,74,57	23,11,43,74,57
1,1,1,1,32,55,87,13,73,0,0	32,55,87,13,73	32,55,87,13,73
1,1,30,74,75,96,7,0	30,74,75,96,7	30,74,75,96,7
1,1,1,1,7,61,87,49,29,0,0,0,0	7,61,87,49,29	7,61,87,49,29
1,26,47,16,61,89,0	26,47,16,61,89	26,47,16,61,89
1,24,69,67,14,8,0	24,69,67,14,8	24,69,67,14,8
1,1,1,1,58,31,97,95,61,0	58,31,97,95,61	58,31,97,95,61
1,1,1,75,14,3,75,98,0,0,0,0	75,14,3,75,98	75,14,3,75,98
1,1,1,47,17,36,86,12,0	47,17,36,86,12	47,17,36,86,12
1,1,41,82,79,48,55,0,0	41,82,79,48,55	41,82,79,48,55
1,1,9,90,96,88,44,0	9,90,96,88,44	9,90,96,88,44
1,1,1,47,33,92,75,35,0,0,0,0	47,33,92,75,35	47,33,92,75,35
1,1,1,1,35,38,6,45,10,0	35,38,6,45,10	35,38,6,45,10
1,33,74,91,87,27,0,0,0	33,74,91,87,27	33,74,91,87,27
1,78,43,59,44,71,0	78,43,59,44,71	78,43,59,44,71
1,1,59,60,12,7,91,0	59,60,12,7,91	59,60,12,7,91
1,1,1,54,46,35,91,51,0,0	54,46,35,91,51	54,46,35,91,51
1,1,1,1,28,12,70,63,89,0,0	28,12,70,63,89	28,12,70,63,89
1,1,89,13,29,20,49,0	89,13,29,20,49	89,13,29,20,49
1,1,1,15,64,91,28,93,0,0,0	15,64,91,28,93	15,64,91,28,93
1,1,1,1,43,47,91,14,96,0,0,0	43,47,91,14,96	43,47,91,14,96
1,1,1,62,31,46,64,71,0,0,0	62,31,46,64,71	62,31,46,64,71
1,1,1,1,50,99,6,14,34,0	50,99,6,14,34	50,99,6,14,34
1,67,51,8,22,22,0	67,51,8,22,22	67,51,8,22,22
1,1,52,44,64,26,16,0,0,0,0	52,44,64,26,16	52,44,64,26,16
1,82,71,55,9,23,0	82,71,55,9,23	82,71,55,9,23
1,1,1,89,86,82,43,36,0,0,0,0	89,86,82,43,36	89,86,82,43,36
1,1,1,65,54,51,46,59,0,0,0	65,54,51,46,59	65,54,51,46,59
1,1,1,1,18,47,85,36,94,0	18,47,85,36,94	18,47,85,36,94
1,1,1,1,41,28,22,45,14,0,0,0,0	41,28,22,45,14	41,28,22,45,14
1,1,1,1,64,58,98,82,13,0,0,0,0	64,58,98,82,13	64,58,98,82,13
1,1,1,40,50,49,57,63,0,0,0,0	40,50,49,57,63	40,50,49,57,63
1,1,1,1,32,94,75,21,80,0,0,0	32,94,75,21,80	32,94,75,21,80
1,7,13,38,91,95,0,0,0,0	7,13,38,91,95	7,13,38,91,95
1,1,1,97,75,71,3,60,0,0	97,75,71,3,60	97,75,71,3,60
1,1,1,1,48,72,31,8,65,0,0,0	48,72,31,8,65	48,72,31,8,65
1,66,38,88,46,38,0,0,0	66,38,88,46,38	66,38,88,46,38
1,1,1,17,85,12,76,8,0,0,0	17,85,12,76,8	17,85,12,76,8
1,1,1,48,27,43,12,52,0	48,27,43,12,52	48,27,43,12,52
1,1,1,1,45,97,62,74,54,0,0,0	45,97,62,74,54	45,97,62,74,54
1,23,48,4,83,29,0,0,0,0	23,48,4,83,29	23,48,4,83,29
1,1,1,1,20,34,79,83,27,0,0,0	20,34,79,83,27	20,34,79,83,27
1,1,1,89,83,21,14,57,0	89,83,21,14,57	89,83,21,14,57
1,1,21,38,34,35,81,0,0,0,0	21,38,34,35,81	21,38,34,35,81
1,1,1,1,64,83,46,41,21,0,0	64,83,46,41,21	64,83,46,41,21
1,1,1,52,69,9,64,58,0,0,0,0	52,69,9,64,58	52,69,9,64,58
1,1,1,1,46,68,50,48,97,0,0	46,68,50,48,97	46,68,50,48,97
1,88,52,48,86,69,0	88,52,48,86,69	88,52,48,86,69
1,1,1,62,39,91,63,33,0,0	62,39,91,63,33	62,39,91,63,33
1,88,13,33,62,74,0	88,13,33,62,74	88,13,33,62,74
1,16,18,13,38,56,0,0,0	16,18,13,38,56	16,18,13,38,56
1,1,1,41,85,84,95,78,0,0,0,0	41,85,84,95,78	41,85,84,95,78
1,1,1,72,93,37,6,18,0	72,93,37,6,18	72,93,37,6,18
1,1,1,52,98,7,30,98,0,0,0	52,98,7,30,98	52,98,7,30,98
1,1,31,73,93,72,98,0,0	31,73,93,72,98	31,73,93,72,98
1,1,1,1,65,20,84,49,84,0,0	65,20,84,49,84	65,20,84,49,84
1,1,76,32,37,77,9,0,0	76,32,37,77,9	76,32,37,77,9
1,1,1,83,86,33,65,96,0	83,86,33,65,96	83,86,33,65,96
1,33,21,61,50,95,0,0	33,21,61,50,95	33,21,61,50,95
1,1,1,92,40,50,94,6,0,0,0,0	92,40,50,94,6	92,40,50,94,6
1,1,1,1,95,45,18,63,61,0,0	95,45,18,63,61	95,45,18,63,61
1,79,39,12,77,16,0,0	79,39,12,77,16	79,39,12,77,16
1,1,1,1,7,55,51,73,88,0,0,0	7,55,51,73,88	7,55,51,73,88
1,1,1,1,47,76,39,18,73,0,0,0,0	47,76,39,18,73	47,76,39,18,73
1,85,81,76,66,10,0	85,81,76,66,10	85,81,76,66,10
1,93,74,45,36,87,0,0,0,0	93,74,45,36,87	93,74,45,36,87
1,1,1,31,93,65,14,16,0,0,0,0	31,93,65,14,16	31,93,65,14,16
1,1,1,34,77,23,39,55,0,0,0	34,77,23,39,55	34,77,23,39,55
1,91,31,75,34,72,0,0	91,31,75,34,72	91,31,75,34,72
1,81,74,71,11,30,0,0,0,0	81,74,71,11,30	81,74,71,11,30
1,1,59,27,61,20,86,0	59,27,61,20,86	59,27,61,20,86
1,1,1,50,50,26,62,97,0,0	50,50,26,62,97	50,50,26,62,97
1,1,1,70,56,92,47,31,0,0,0	70,56,92,47,31	70,56,92,47,31
1,37,87,59,89,37,0,0	37,87,59,89,37	37,87,59,89,37
1,1,1,1,10,85,12,41,88,0,0	10,85,12,41,88	10,85,12,41,88
1,93,48,61,13,82,0	93,48,61,13,82	93,48,61,13,82
1,1,1,1,19,46,80,4,92,0,0	19,46,80,4,92	19,46,80,4,92
1,1,1,1,92,3,39,36,32,0	92,3,39,36,32	92,3,39,36,32
1,1,1,1,65,90,28,15,91,0	65,90,28,15,91	65,90,28,15,91
1,1,1,1,54,27,67,36,21,0,0	54,27,67,36,21	54,27,67,36,21
1,31,37,94,7,24,0,0	31,37,94,7,24	31,37,94,7,24
1,1,1,1,99,7,44,39,69,0,0	99,7,44,39,69	99,7,44,39,69
1,25,87,73,48,60,0,0,0	25,87,73,48,60	25,87,73,48,60
1,1,1,1,76,25,5,14,13,0	76,25,5,14,13	76,25,5,14,13
1,1,1,13,16,65,32,48,0,0	13,16,65,32,48	13,16,65,32,48
1,1,67,91,95,96,19,0,0	67,91,95,96,19	67,91,95,96,19
1,1,32,75,44,38,22,0,0,0,0	32,75,44,38,22	32,75,44,38,22
1,1,47,72,63,75,93,0	47,72,63,75,93	47,72,63,75,93
1,88,83,54,56,74,0	88,83,54,56,74	88,83,54,56,74
1,1,26,69,57,28,16,0,0,0	26,69,57,28,16	26,69,57,28,16
1,1,1,1,64,60,71,39,3,0,0,0	64,60,71,39,3	64,60,71,39,3
1,47,88,87,77,47,0,0,0	47,88,87,77,47	47,88,87,77,47
1,64,62,20,43,39,0	64,62,20,43,39	64,62,20,43,39
1,95,13,74,85,75,0	95,13,74,85,75	95,13,74,85,75
1,1,1,98,87,78,4,87,0,0,0	98,87,78,4,87	98,87,78,4,87
1,1,1,1,27,7,92,99,34,0,0,0,0	27,7,92,99,34	27,7,92,99,34
1,1,1,50,30,34,76,74,0,0	50,30,34,76,74	50,30,34,76,74
1,1,1,61,42,73,71,64,0,0	61,42,73,71,64	61,42,73,71,64
1,1,1,1,3,20,91,93,68,0	3,20,91,93,68	3,20,91,93,68
1,1,1,1,80,30,48,36,34,0	80,30,48,36,34	80,30,48,36,34
1,1,1,11,36,19,59,96,0,0	11,36,19,59,96	11,36,19,59,96
1,1,85,58,35,93,37,0,0,0	85,58,35,93,37	85,58,35,93,37
1,1,10,63,87,68,22,0	10,63,87,68,22	10,63,87,68,22
1,1,91,41,40,77,88,0,0,0,0	91,41,40,77,88	91,41,40,77,88
1,1,1,16,10,50,63,92,0,0	16,10,50,63,92	16,10,50,63,92
1,1,89,50,18,49,28,0,0	89,50,18,49,28	89,50,18,49,28
1,1,1,1,55,23,39,95,89,0,0,0,0	55,23,39,95,89	55,23,39,95,89
1,1,1,37,16,34,76,72,0,0,0,0	37,16,34,76,72	37,16,34,76,72
1,1,31,63,31,96,93,0,0,0	31,63,31,96,93	31,63,31,96,93
1,1,72,31,62,69,31,0,0,0	72,31,62,69,31	72,31,62,69,31
1,1,1,1,53,70,14,58,37,0,0,0,0	53,70,14,58,37	53,70,14,58,37
1,1,15,32,42,53,45,0	15,32,42,53,45	15,32,42,53,45
1,1,1,94,58,18,43,66,0,0,0,0	94,58,18,43,66	94,58,18,43,66
1,1,1,25,33,89,41,71,0,0	25,33,89,41,71	25,33,89,41,71
1,1,1,1,12,45,39,6,24,0,0	12,45,39,6,24	12,45,39,6,24
1,1,1,80,57,19,31,89,0,0,0,0	80,57,19,31,89	80,57,19,31,89
1,1,54,69,29,48,46,0,0,0,0	54,69,29,48,46	54,69,29,48,46
1,1,1,88,37,10,5,96,0,0	88,37,10,5,96	88,37,10,5,96
1,46,16,76,56,81,0,0	46,16,76,56,81	46,16,76,56,81
1,40,52,48,21,53,0,0,0,0	40,52,48,21,53	40,52,48,21,53
1,1,27,34,14,78,26,0,0,0,0	27,34,14,78,26	27,34,14,78,26
1,1,1,1,16,56,93,47,84,0	16,56,93,47,84	16,56,93,47,84
1,1,1,10,67,96,4,40,0,0,0	10,67,96,4,40	10,67,96,4,40
1,1,1,1,39,21,87,50,93,0,0,0,0	39,21,87,50,93	39,21,87,50,93
1,4,44,98,92,8,0,0,0	4,44,98,92,8	4,44,98,92,8
1,11,15,64,80,60,0,0,0	11,15,64,80,60	11,15,64,80,60
1,1,1,20,34,9,86,13,0,0	20,34,9,86,13	20,34,9,86,13
1,1,1,1,16,81,23,41,37,0,0,0	16,81,23,41,37	16,81,23,41,37
1,1,1,1,42,74,63,98,31,0	42,74,63,98,31	42,74,63,98,31
1,1,10,82,13,97,80,0	10,82,13,97,80	10,82,13,97,80
1,1,1,1,82,63,89,64,31,0,0,0,0	82,63,89,64,31	82,63,89,64,31
1,96,29,16,33,61,0,0,0,0	96,29,16,33,61	96,29,16,33,61
1,1,1,19,75,16,54,33,0,0,0	19,75,16,54,33	19,75,16,54,33
1,1,76,20,49,25,32,0,0	76,20,49,25,32	76,20,49,25,32
1,22,21,99,38,75,0,0,0,0	22,21,99,38,75	22,21,99,38,75
1,1,1,43,88,31,28,22,0,0	43,88,31,28,22	43,88,31,28,22
1,1,7,23,79,28,56,0,0,0,0	7,23,79,28,56	7,23,79,28,56
1,53,6,15,44,62,0,0,0	53,6,15,44,62	53,6,15,44,62
1,29,57,98,58,94,0,0,0,0	29,57,98,58,94	29,57,98,58,94
1,1,24,6,13,51,70,0	24,6,13,51,70	24,6,13,51,70
1,1,80,95,90,54,52,0,0,0	80,95,90,54,52	80,95,90,54,52
1,1,1,1,90,12,23,72,51,0	90,12,23,72,51	90,12,23,72,51
1,50,53,72,72,9,0,0,0,0	50,53,72,72,9	50,53,72,72,9
1,1,1,69,28,32,68,57,0,0,0	69,28,32,68,57	69,28,32,68,57
1,9,15,74,5,5,0,0,0,0	9,15,74,5,5	9,15,74,5,5
1,1,1,68,39,41,70,58,0,0,0	68,39,41,70,58	68,39,41,70,58
1,1,1,1,56,97,56,17,93,0,0,0,0	56,97,56,17,93	56,97,56,17,93
1,1,1,1,74,62,50,69,41,0,0	74,62,50,69,41	74,62,50,69,41
1,83,27,31,34,84,0	83,27,31,34,84	83,27,31,34,84
1,1,1,34,58,79,39,66,0	34,58,79,39,66	34,58,79,39,66
1,1,92,15,18,35,42,0,0,0,0	92,15,18,35,42	92,15,18,35,42
1,1,1,24,78,75,62,99,0	24,78,75,62,99	24,78,75,62,99
1,3,57,34,29,38,0	3,57,34,29,38	3,57,34,29,38
1,1,1,1,54,75,75,87,73,0	54,75,75,87,73	54,75,75,87,73
1,1,1,1,68,41,95,22,12,0,0,0	68,41,95,22,12	68,41,95,22,12
1,62,58,25,58,26,0,0,0	62,58,25,58,26	62,58,25,58,26
1,1,1,1,45,36,19,11,10,0,0,0	45,36,19,11,10	45,36,19,11,10
1,39,57,14,95,24,0	39,57,14,95,24	39,57,14,95,24
1,1,1,1,38,48,88,23,78,0,0	38,48,88,23,78	38,48,88,23,78
1,82,59,84,29,96,0,0,0,0	82,59,84,29,96	82,59,84,29,96
1,1,27,30,44,48,17,0	27,30,44,48,17	27,30,44,48,17
1,59,65,20,36,51,0,0	59,65,20,36,51	59,65,20,36,51
1,57,97,28,87,13,0,0,0,0	57,97,28,87,13	57,97,28,87,13
1,1,1,1,73,52,32,30,71,0,0	73,52,32,30,71	73,52,32,30,71
1,1,1,14,86,95,55,32,0,0,0	14,86,95,55,32	14,86,95,55,32
1,1,1,1,28,60,53,77,98,0	28,60,53,77,98	28,60,53,77,98
1,1,1,9,59,88,3,8,0	9,59,88,3,8	9,59,88,3,8
1,1,50,53,41,3,33,0,0,0,0	50,53,41,3,33	50,53,41,3,33
1,1,1,1,42,50,37,99,25,0	42,50,37,99,25	42,50,37,99,25
1,1,1,1,5,48,88,52,35,0,0,0	5,48,88,52,35	5,48,88,52,35
1,12,51,72,49,10,0,0	12,51,72,49,10	12,51,72,49,10
1,1,1,5,29,19,63,90,0,0	5,29,19,63,90	5,29,19,63,90
1,47,97,30,21,54,0,0,0	47,97,30,21,54	47,97,30,21,54
1,1,1,62,54,60,65,68,0	62,54,60,65,68	62,54,60,65,68
1,1,1,15,27,70,18,72,0	15,27,70,18,72	15,27,70,18,72
1,88,5,35,72,50,0	88,5,35,72,50	88,5,35,72,50
1,1,1,99,3,58,63,92,0,0,0	99,3,58,63,92	99,3,58,63,92
1,1,1,1,45,17,23,9,51,0,0,0,0	45,17,23,9,51	45,17,23,9,51
1,1,1,1,5,49,95,15,95,0,0,0,0	5,49,95,15,95	5,49,95,15,95
1,1,1,1,45,25,26,38,9,0	45,25,26,38,9	45,25,26,38,9
1,1,1,80,48,17,15,96,0,0,0,0	80,48,17,15,96	80,48,17,15,96
1,1,47,21,85,14,48,0,0,0	47,21,85,14,48	47,21,85,14,48
1,85,82,66,62,66,0,0,0,0	85,82,66,62,66	85,82,66,62,66
1,1,1,1,98,98,32,63,60,0	98,98,32,63,60	98,98,32,63,60
1,1,1,62,12,7,6,96,0	62,12,7,6,96	62,12,7,6,96
1,22,98,31,17,50,0	22,98,31,17,50	22,98,31,17,50
1,1,1,1,41,26,53,47,61,0,0,0	41,26,53,47,61	41,26,53,47,61
1,1,1,60,98,70,66,73,0,0,0	60,98,70,66,73	60,98,70,66,73
1,27,33,28,45,8,0,0,0,0	27,33,28,45,8	27,33,28,45,8
1,1,1,1,97,47,18,91,16,0,0,0	97,47,18,91,16	97,47,18,91,16
1,1,1,1,83,82,50,5,27,0,0,0,0	83,82,50,5,27	83,82,50,5,27
1,1,1,1,99,34,70,61,97,0	99,34,70,61,97	99,34,70,61,97
1,1,1,1,10,70,82,96,61,0,0	10,70,82,96,61	10,70,82,96,61
1,1,10,78,26,81,47,0,0,0,0	10,78,26,81,47	10,78,26,81,47
1,1,1,88,86,80,95,9,0,0,0	88,86,80,95,9	88,86,80,95,9
1,1,1,93,67,23,26,25,0	93,67,23,26,25	93,67,23,26,25
1,1,1,45,10,8,97,77,0	45,10,8,97,77	45,10,8,97,77
1,1,26,85,20,60,80,0,0,0	26,85,20,60,80	26,85,20,60,80
1,95,37,57,60,54,0	95,37,57,60,54	95,37,57,60,54
1,1,1,1,16,20,8,8,3,0,0,0,0	16,20,8,8,3	16,20,8,8,3
1,1,69,46,38,38,18,0	69,46,38,38,18	69,46,38,38,18
1,1,1,63,68,84,16,68,0,0	63,68,84,16,68	63,68,84,16,68
1,1,1,61,93,45,88,99,0	61,93,45,88,99	61,93,45,88,99
1,1,1,32,58,5,87,41,0,0	32,58,5,87,41	32,58,5,87,41
1,1,81,13,89,78,85,0,0	81,13,89,78,85	81,13,89,78,85
1,1,27,42,14,37,95,0	27,42,14,37,95	27,42,14,37,95
